audio_url,description,model_id
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/GOTy3yhCylw.wav,This is a bass guitar jam in the style of funk. It is an instrumental performance. The bass guitar is playing a complex solo using the slap technique. There is a backing track composed of a programmed acoustic sounding drum beat. There is a groovy atmosphere to it. This piece could be used in the opening theme of a tutorial/unboxing YouTube channel.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/Rdwtr2IX8ek.wav,Soft singer songwriter folk rock with a gentle male vocal and acoustic guitar strumming. The vocal production is quite loud. Music for an international artsy cafe.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/otVPTo72q4w.wav,"This music is instrumental. The tempo is slow with a harmonious melody of string instruments, percussion and wind instruments which sound like the Indian Sarangi, dhol or madal , shakers and a flute. The music is classical, simple, enchanting and melodic. This song is a Folk song Instrumental.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/Zhurw43-Y1g.wav,"A male vocalist chants this captivating harmony. The tempo is slow with electronic music, and vocals sung melodiously to create this hypnotic music. The music is calming, soothing, healing, meditative, psychedelic, trance like, hypnotic and ethereal. The instruments used could be glass harp, a low pitched string instrument and choral vocal chanting.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/uZHE9b1WDuM.wav,"The song is an instrumental. The tempo is fast , with a philharmonic orchestra consisting of string section, rhythm section and horns accompanying a virtuoso wooden xylophone playing this western classical hit. The song is energetic and exciting.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/qFrvkOOR2HQ.wav,The low quality recording features a man talking in the background over woodwind melody and wooden percussion. It sounds like a traditional folk song and the recording is noisy and in mono.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/OEpMpYMjO9Y.wav,"Someone is scratching over a hip hop backing-track containing digital drums, a subby bassline and some pad sounds samples playing a melody. A male voice sample is shouting something. This song may be playing at home practicing scratching.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/2SQxfaWAJJg.wav,This audio contains fast paced digital drums changing the beat from halftime into a four on the floor with a kick on every beat along with a synth bassline. Other synth sounds are playing a lead sound and an arpeggiolike melody along with a distorted e-guitar. A female voice is singing in a high pitch accompanied by another female backing voice creating a harmony. This song may be playing as an entry for a fast paced action series.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/cS2gRhH6it4.wav,This is a Hindu music piece. There is a female vocalist singing at a medium-to-high pitch in a devotional manner. A sitar provides a melodic background. The tabla is being played in the rhythmic background. The atmosphere is spiritual. This piece could be played at religious events and online content related to Hindu religion.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/ad6UhYwTXXQ.wav,The audio contains a female voice singing carnatic tones/melody over a shrutibox/drone sound. The audio quality is decent but contains a lot of white noise. It's assumed that this is an amateur recording. This song may be playing at a music teacher's home demonstrating scales to a student.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/uTfLf1Y8hhM.wav,A female voice is singing soulfully. She gets support from several backing vocals singing harmonies along. A tambourine is holding the rhythm along with a bassline and a e-guitar giving the song a reggae feeling. This song may be playing in a car. This is an amateur recording.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/z3UCnloQGPY.wav,This is an instrumental movie music piece used in the background of a short film. There is a gentle melody being played by the strings and the piano. The atmosphere is eerie and enigmatic. This piece could suit well in the soundtrack of a mystery video game or a movie.,groundtruth
